city,timestamp,temperature,humidity,pressure,wind_speed,weather_desc,aqi,pm25,pm10,no2,o3
Marrakech,2026-05-05 12:43:48.514019,22.98,53.0,1014.0,2.57,clear sky,2.0,6.05,15.63,0.71,95.76
Rabat,2026-05-05 12:43:48.514019,20.35,56.0,1016.0,4.12,scattered clouds,3.0,5.02,8.84,0.97,107.66
Agadir,2026-05-05 13:43:58.177169,26.06,68.0,1013.0,4.7,overcast clouds,2.0,5.39,15.53,0.52,93.48
Tanger,2026-05-05 13:43:58.177169,19.74,52.0,1016.0,4.63,scattered clouds,3.0,2.05,4.58,0.48,110.75
Marrakech,2026-05-05 13:43:58.177169,24.98,47.0,1013.0,2.57,clear sky,2.0,5.04,14.42,0.29,87.6
Rabat,2026-05-05 13:43:58.177169,20.37,52.0,1016.0,4.12,scattered clouds,3.0,4.9,8.29,0.71,110.8
Agadir,2026-05-05 14:44:07.951141,27.06,59.0,1012.0,4.75,overcast clouds,3.0,6.71,17.9,0.56,103.36
Tanger,2026-05-05 14:44:07.951141,19.74,60.0,1015.0,5.14,scattered clouds,3.0,1.89,4.46,0.45,111.18
Marrakech,2026-05-05 14:44:07.951141,24.97,47.0,1012.0,2.06,clear sky,2.0,4.08,12.08,0.27,79.55
Rabat,2026-05-05 14:44:07.951141,20.37,45.0,1015.0,4.12,scattered clouds,3.0,4.2,7.02,0.63,114.54
Agadir,2026-05-05 15:44:17.802072,27.06,56.0,1011.0,5.16,overcast clouds,3.0,7.56,19.59,0.6,103.56
Tanger,2026-05-05 15:44:17.802072,19.83,56.0,1015.0,5.66,scattered clouds,3.0,1.84,4.23,0.44,111.17
Marrakech,2026-05-05 15:44:17.802072,25.98,41.0,1011.0,3.09,scattered clouds,2.0,3.6,10.74,0.29,75.3
Rabat,2026-05-05 15:44:17.802072,21.37,46.0,1015.0,4.63,broken clouds,3.0,4.04,6.77,0.69,115.31
Agadir,2026-05-05 16:44:27.124479,26.06,52.0,1010.0,5.27,overcast clouds,3.0,8.37,21.08,0.71,102.85
Tanger,2026-05-05 16:44:27.124479,18.74,52.0,1014.0,6.17,scattered clouds,3.0,1.75,3.95,0.49,111.12
Marrakech,2026-05-05 16:44:27.124479,27.98,36.0,1011.0,2.57,scattered clouds,2.0,3.42,10.18,0.36,73.93
Rabat,2026-05-05 16:44:27.124479,19.37,55.0,1015.0,4.63,broken clouds,3.0,3.73,6.48,0.91,115.34
Agadir,2026-05-05 17:44:38.150614,26.06,51.0,1010.0,4.4,overcast clouds,3.0,8.87,21.6,0.82,101.94
Tanger,2026-05-05 17:44:38.150614,17.74,55.0,1014.0,5.14,broken clouds,3.0,1.65,3.74,0.64,110.23
Marrakech,2026-05-05 17:44:38.150614,27.98,36.0,1011.0,2.57,scattered clouds,2.0,3.39,9.96,0.47,73.07
Rabat,2026-05-05 17:44:38.150614,19.37,55.0,1015.0,4.12,overcast clouds,3.0,3.42,6.26,1.32,113.59
Agadir,2026-05-05 18:44:47.423062,25.06,53.0,1010.0,4.19,overcast clouds,3.0,8.7,20.86,0.75,102.89
Tanger,2026-05-05 18:44:47.423062,17.74,48.0,1014.0,5.66,broken clouds,3.0,1.55,3.59,0.77,109.11
Marrakech,2026-05-05 18:44:47.423062,25.98,36.0,1011.0,3.6,scattered clouds,2.0,3.29,9.55,0.57,72.42
Rabat,2026-05-05 18:44:47.423062,18.37,68.0,1015.0,4.63,overcast clouds,3.0,2.91,5.73,1.81,110.64
Agadir,2026-05-05 19:44:57.160950,23.06,56.0,1010.0,3.7,overcast clouds,3.0,7.63,18.63,0.56,107.37
Tanger,2026-05-05 19:44:57.160950,17.74,52.0,1015.0,4.12,broken clouds,3.0,1.46,3.48,0.85,107.51
Marrakech,2026-05-05 19:44:57.160950,24.98,33.0,1012.0,4.63,scattered clouds,2.0,3.48,10.04,0.88,71.91
Rabat,2026-05-05 19:44:57.160950,17.37,72.0,1015.0,3.6,broken clouds,3.0,2.38,5.09,2.44,105.31
Agadir,2026-05-05 20:45:06.507749,20.06,60.0,1010.0,2.09,overcast clouds,3.0,6.32,16.12,0.51,109.57
Tanger,2026-05-05 20:45:06.507749,16.74,59.0,1015.0,4.63,clear sky,3.0,1.4,3.42,0.87,105.9
Marrakech,2026-05-05 20:45:06.507749,23.98,35.0,1013.0,3.6,scattered clouds,2.0,3.95,11.46,1.26,72.33
Rabat,2026-05-05 20:45:06.507749,17.37,63.0,1016.0,2.57,broken clouds,3.0,2.09,4.76,2.74,101.34
Agadir,2026-05-05 21:45:16.502233,18.06,64.0,1011.0,1.87,broken clouds,3.0,5.21,14.33,0.44,110.38
Tanger,2026-05-05 21:45:16.502233,16.74,63.0,1015.0,3.6,clear sky,3.0,1.39,3.54,0.87,104.85
Marrakech,2026-05-05 21:45:16.502233,20.98,46.0,1013.0,4.63,scattered clouds,2.0,4.27,12.5,1.48,73.26
Rabat,2026-05-05 21:45:16.502233,16.37,67.0,1016.0,2.06,broken clouds,2.0,1.99,4.67,2.73,98.83
Agadir,2026-05-05 22:37:06.706972,18.06,69.0,1012.0,2.89,broken clouds,3.0,4.42,13.08,0.41,109.28
Tanger,2026-05-05 22:37:06.706972,16.74,63.0,1015.0,3.6,clear sky,3.0,1.49,3.97,1.05,103.14
Marrakech,2026-05-05 22:37:06.706972,18.97,55.0,1014.0,4.63,scattered clouds,2.0,4.38,12.93,1.59,72.79
Rabat,2026-05-05 22:37:06.706972,16.37,72.0,1016.0,2.06,scattered clouds,2.0,2.01,4.71,2.72,95.82
Agadir,2026-05-05 23:37:16.486662,17.06,72.0,1012.0,3.0,broken clouds,3.0,3.81,11.95,0.38,107.7
Tanger,2026-05-05 23:37:16.486662,16.74,72.0,1015.0,2.06,clear sky,3.0,1.67,4.69,1.26,101.33
Marrakech,2026-05-05 23:37:16.486662,16.98,59.0,1014.0,4.63,scattered clouds,2.0,4.5,13.34,1.7,73.32
Rabat,2026-05-05 23:37:16.486662,16.37,72.0,1016.0,1.54,scattered clouds,2.0,2.11,4.87,2.69,93.83
Agadir,2026-05-06 00:37:26.084055,17.06,78.0,1012.0,3.08,broken clouds,3.0,3.35,11.03,0.34,106.81
Tanger,2026-05-06 00:37:26.084055,15.74,77.0,1014.0,1.54,clear sky,3.0,1.86,5.58,1.26,100.38
Marrakech,2026-05-06 00:37:26.084055,15.98,63.0,1014.0,2.57,scattered clouds,2.0,4.62,13.7,1.69,73.85
Rabat,2026-05-06 00:37:26.084055,14.37,77.0,1015.0,0.0,scattered clouds,2.0,2.24,5.06,2.54,92.2
Agadir,2026-05-06 01:37:36.620021,16.06,78.0,1012.0,3.08,broken clouds,3.0,3.13,10.62,0.31,106.38
Tanger,2026-05-06 01:37:36.620021,15.74,77.0,1014.0,2.06,clear sky,2.0,2.05,6.48,1.22,98.81
Marrakech,2026-05-06 01:37:36.620021,14.97,63.0,1014.0,1.54,scattered clouds,2.0,4.72,13.81,1.65,71.86
Rabat,2026-05-06 01:37:36.620021,11.37,93.0,1014.0,0.0,scattered clouds,2.0,2.36,5.26,2.39,89.94
Agadir,2026-05-06 02:37:46.390425,15.06,76.0,1011.0,3.66,scattered clouds,3.0,3.01,10.43,0.3,105.46
Tanger,2026-05-06 02:37:46.390425,14.74,77.0,1012.0,2.06,clear sky,2.0,2.22,7.27,1.24,96.53
Marrakech,2026-05-06 02:37:46.390425,14.98,63.0,1012.0,1.03,scattered clouds,2.0,4.85,14.02,1.62,70.45
Rabat,2026-05-06 02:37:46.390425,9.37,100.0,1014.0,0.0,scattered clouds,2.0,2.52,5.52,2.33,87.17
Agadir,2026-05-06 03:37:56.480170,15.06,78.0,1010.0,3.25,scattered clouds,3.0,2.96,10.38,0.29,103.84
Tanger,2026-05-06 03:37:56.480170,14.74,72.0,1012.0,2.57,clear sky,2.0,2.38,7.89,1.28,94.95
Marrakech,2026-05-06 03:37:56.480170,12.97,71.0,1012.0,1.54,clear sky,2.0,4.98,14.25,1.54,70.58
Rabat,2026-05-06 03:37:56.480170,9.37,100.0,1013.0,0.0,scattered clouds,2.0,2.72,5.83,2.3,84.94
Agadir,2026-05-06 04:38:06.193736,14.06,78.0,1010.0,2.79,scattered clouds,3.0,2.98,10.51,0.3,101.98
Tanger,2026-05-06 04:38:06.193736,14.74,72.0,1012.0,2.57,scattered clouds,2.0,2.51,8.34,1.36,93.94
Marrakech,2026-05-06 04:38:06.193736,11.98,76.0,1012.0,2.06,clear sky,2.0,5.1,14.45,1.53,71.36
Rabat,2026-05-06 04:38:06.193736,8.37,100.0,1013.0,0.0,scattered clouds,2.0,2.95,6.15,2.33,82.41
Agadir,2026-05-06 05:38:16.017989,15.06,80.0,1010.0,1.56,scattered clouds,3.0,3.1,10.89,0.32,100.11
Tanger,2026-05-06 05:38:16.017989,14.74,72.0,1012.0,3.09,scattered clouds,2.0,2.59,8.54,1.54,90.59
Marrakech,2026-05-06 05:38:16.017989,11.98,71.0,1012.0,0.51,clear sky,2.0,5.22,14.6,1.7,71.61
Rabat,2026-05-06 05:38:16.017989,7.37,100.0,1013.0,0.0,scattered clouds,2.0,3.23,6.55,2.54,79.95
Agadir,2026-05-06 06:38:25.775023,16.06,81.0,1011.0,0.77,scattered clouds,2.0,3.32,11.54,0.43,98.24
Tanger,2026-05-06 06:38:25.775023,14.74,72.0,1012.0,3.09,scattered clouds,2.0,2.69,8.67,2.22,86.93
Marrakech,2026-05-06 06:38:25.775023,12.98,71.0,1012.0,1.54,clear sky,2.0,5.39,14.79,2.4,70.83
Rabat,2026-05-06 06:38:25.775023,7.37,100.0,1013.0,0.0,scattered clouds,2.0,3.61,7.09,3.37,77.19
Agadir,2026-05-06 07:38:35.813985,15.06,77.0,1011.0,0.97,clear sky,2.0,3.64,12.49,0.66,95.64
Tanger,2026-05-06 07:38:35.813985,13.74,77.0,1012.0,2.57,scattered clouds,2.0,2.84,8.78,3.5,83.05
Marrakech,2026-05-06 07:38:35.813985,10.98,76.0,1013.0,1.03,clear sky,2.0,5.46,14.78,3.77,67.98
Rabat,2026-05-06 07:38:35.813985,9.37,93.0,1013.0,0.0,scattered clouds,2.0,4.03,7.75,4.85,74.47
Agadir,2026-05-06 08:38:45.831380,17.06,76.0,1012.0,2.12,few clouds,2.0,4.04,13.73,0.74,94.42
Tanger,2026-05-06 08:38:45.831380,15.74,72.0,1013.0,3.09,broken clouds,2.0,3.01,8.84,4.19,79.06
Marrakech,2026-05-06 08:38:45.831380,12.98,71.0,1013.0,2.06,clear sky,2.0,5.52,14.86,4.19,64.19
Rabat,2026-05-06 08:38:45.831380,13.37,100.0,1013.0,0.0,scattered clouds,2.0,4.35,8.32,5.03,75.64
Agadir,2026-05-06 09:46:32.148319,19.06,69.0,1012.0,1.05,few clouds,2.0,4.53,15.19,0.64,95.3
Tanger,2026-05-06 09:46:32.148319,17.74,68.0,1013.0,3.6,broken clouds,2.0,3.19,8.9,4.31,79.2
Marrakech,2026-05-06 09:46:32.148319,16.98,63.0,1012.0,1.03,clear sky,2.0,5.67,15.39,3.4,64.06
Rabat,2026-05-06 09:46:32.148319,19.37,63.0,1013.0,0.0,scattered clouds,2.0,4.57,8.79,4.13,81.21
Agadir,2026-05-06 10:46:42.210602,22.06,65.0,1011.0,1.8,scattered clouds,2.0,5.15,17.01,0.49,97.83
Tanger,2026-05-06 10:46:42.210602,18.74,68.0,1013.0,3.6,broken clouds,2.0,3.07,8.76,2.2,99.36
Marrakech,2026-05-06 10:46:42.210602,17.98,59.0,1012.0,1.54,clear sky,2.0,4.04,11.67,0.67,70.22
Rabat,2026-05-06 10:46:42.210602,18.37,68.0,1013.0,0.0,scattered clouds,3.0,4.26,8.3,1.84,101.67
Agadir,2026-05-06 11:46:52.616157,24.06,63.0,1011.0,3.16,scattered clouds,3.0,5.91,18.88,0.37,100.37
Tanger,2026-05-06 11:46:52.616157,18.74,68.0,1012.0,4.63,broken clouds,3.0,3.18,8.69,1.61,103.4
Marrakech,2026-05-06 11:46:52.616157,18.98,55.0,1012.0,1.54,clear sky,2.0,3.47,10.26,0.39,68.21
Rabat,2026-05-06 11:46:52.616157,20.37,56.0,1013.0,3.09,scattered clouds,3.0,4.65,8.65,1.01,109.62
Agadir,2026-05-06 12:51:05.868589,24.06,60.0,1011.0,4.67,scattered clouds,3.0,6.72,20.24,0.3,103.15
Tanger,2026-05-06 12:51:05.868589,18.74,68.0,1012.0,5.14,broken clouds,3.0,3.34,8.8,1.05,106.97
Marrakech,2026-05-06 12:51:05.868589,19.98,52.0,1011.0,2.57,clear sky,2.0,3.52,10.41,0.33,68.59
Rabat,2026-05-06 12:51:05.868589,20.37,60.0,1013.0,3.6,scattered clouds,3.0,5.16,9.3,0.73,113.21
Agadir,2026-05-06 13:51:15.752692,25.06,57.0,1010.0,5.14,scattered clouds,3.0,7.0,19.55,0.25,106.14
Tanger,2026-05-06 13:51:15.752692,19.74,73.0,1012.0,4.63,scattered clouds,3.0,3.09,8.13,0.55,110.33
Marrakech,2026-05-06 13:51:15.752692,21.98,49.0,1010.0,2.57,clear sky,2.0,2.24,6.65,0.23,63.83
Rabat,2026-05-06 13:51:15.752692,20.37,60.0,1013.0,4.12,scattered clouds,3.0,4.97,8.99,0.64,114.93
Agadir,2026-05-06 14:51:25.078280,25.14,52.0,1009.0,5.94,broken clouds,3.0,5.45,14.38,0.22,108.69
Tanger,2026-05-06 14:51:25.078280,19.74,68.0,1012.0,4.63,scattered clouds,3.0,2.58,6.59,0.56,108.39
Marrakech,2026-05-06 14:51:25.078280,22.98,46.0,1009.0,2.57,scattered clouds,2.0,1.83,5.87,0.25,64.59
Rabat,2026-05-06 14:51:25.078280,21.37,60.0,1012.0,3.6,scattered clouds,3.0,3.87,7.37,0.59,113.95
Agadir,2026-05-06 15:51:34.695127,26.06,50.0,1008.0,6.35,broken clouds,3.0,4.35,11.43,0.21,109.31
Tanger,2026-05-06 15:51:34.695127,19.74,60.0,1011.0,4.63,scattered clouds,3.0,2.52,6.25,0.57,108.98
Marrakech,2026-05-06 15:51:34.695127,24.98,44.0,1008.0,4.12,scattered clouds,2.0,1.77,5.46,0.26,67.04
Rabat,2026-05-06 15:51:34.695127,20.37,64.0,1011.0,3.6,scattered clouds,3.0,3.58,6.86,0.61,113.02
Agadir,2026-05-06 16:51:43.926216,26.06,50.0,1008.0,7.05,overcast clouds,3.0,3.18,8.76,0.22,110.22
Tanger,2026-05-06 16:51:43.926216,18.74,68.0,1010.0,5.66,clear sky,3.0,2.51,5.96,0.61,110.31
Marrakech,2026-05-06 16:51:43.926216,23.98,43.0,1008.0,1.54,scattered clouds,2.0,1.78,5.27,0.31,70.43
Rabat,2026-05-06 16:51:43.926216,20.37,64.0,1011.0,4.12,scattered clouds,3.0,3.32,6.45,0.82,111.95
Agadir,2026-05-06 17:51:53.809819,25.06,51.0,1008.0,8.97,overcast clouds,3.0,2.39,7.21,0.24,111.43
Tanger,2026-05-06 17:51:53.809819,18.74,72.0,1010.0,5.66,clear sky,3.0,2.49,5.72,0.72,111.46
Marrakech,2026-05-06 17:51:53.809819,23.98,41.0,1008.0,1.54,broken clouds,2.0,1.86,5.34,0.38,73.42
Rabat,2026-05-06 17:51:53.809819,20.37,64.0,1011.0,3.6,scattered clouds,3.0,3.04,6.09,1.18,109.87
Agadir,2026-05-06 18:54:32.650037,23.06,53.0,1008.0,7.69,broken clouds,3.0,1.95,6.51,0.26,112.18
Tanger,2026-05-06 18:54:32.650037,18.74,68.0,1010.0,5.14,clear sky,3.0,2.4,5.45,0.83,111.91
Marrakech,2026-05-06 18:54:32.650037,22.98,43.0,1008.0,2.06,broken clouds,2.0,1.84,5.27,0.43,76.87
Rabat,2026-05-06 18:54:32.650037,18.37,72.0,1011.0,3.6,scattered clouds,3.0,2.68,5.66,1.58,107.18
Agadir,2026-05-06 19:54:43.776137,21.06,56.0,1008.0,6.85,scattered clouds,3.0,1.61,5.87,0.28,112.69
Tanger,2026-05-06 19:54:43.776137,17.74,68.0,1010.0,4.12,clear sky,3.0,2.32,5.27,1.04,111.11
Marrakech,2026-05-06 19:54:43.776137,22.98,43.0,1008.0,2.06,broken clouds,2.0,2.0,5.82,0.76,78.75
Rabat,2026-05-06 19:54:43.776137,18.37,77.0,1011.0,3.09,scattered clouds,3.0,2.36,5.13,2.15,102.76
Agadir,2026-05-06 20:54:53.095695,19.06,61.0,1009.0,4.73,few clouds,3.0,1.41,5.5,0.27,112.99
Tanger,2026-05-06 20:54:53.095695,15.74,77.0,1011.0,2.57,clear sky,3.0,2.23,5.15,1.14,109.77
Marrakech,2026-05-06 20:54:53.095695,20.98,49.0,1009.0,5.14,broken clouds,2.0,2.35,7.12,1.15,81.11
Rabat,2026-05-06 20:54:53.095695,17.37,82.0,1012.0,2.06,scattered clouds,2.0,2.24,4.79,2.49,99.26
Agadir,2026-05-06 21:55:03.660763,17.06,66.0,1010.0,2.41,clear sky,3.0,1.34,5.42,0.24,113.29
Tanger,2026-05-06 21:55:03.660763,15.74,77.0,1011.0,1.54,clear sky,3.0,2.15,5.16,1.14,109.28
Marrakech,2026-05-06 21:55:03.660763,18.98,55.0,1010.0,4.63,broken clouds,2.0,2.54,8.11,1.38,83.78
Rabat,2026-05-06 21:55:03.660763,17.37,82.0,1012.0,1.54,broken clouds,2.0,2.22,4.59,2.49,97.52
Agadir,2026-05-06 23:00:47.827967,16.06,72.0,1011.0,2.68,clear sky,3.0,1.33,5.48,0.23,113.1
Tanger,2026-05-06 23:00:47.827967,15.74,77.0,1011.0,1.54,clear sky,3.0,2.16,5.46,1.22,108.46
Marrakech,2026-05-06 23:00:47.827967,16.98,67.0,1011.0,3.6,broken clouds,2.0,2.6,8.75,1.51,84.67
Rabat,2026-05-06 23:00:47.827967,16.37,88.0,1012.0,2.06,broken clouds,2.0,2.21,4.36,2.44,95.65
Agadir,2026-05-07 00:00:57.727766,16.06,72.0,1011.0,3.11,clear sky,3.0,1.33,5.49,0.22,113.14
Tanger,2026-05-07 00:00:57.727766,15.77,77.0,1011.0,1.54,clear sky,3.0,2.26,6.02,1.29,107.56
Marrakech,2026-05-07 00:00:57.727766,16.98,67.0,1012.0,3.6,broken clouds,2.0,2.7,9.44,1.55,86.55
Rabat,2026-05-07 00:00:57.727766,16.37,82.0,1012.0,0.0,scattered clouds,2.0,2.23,4.3,2.37,94.93
Agadir,2026-05-07 01:01:08.265945,16.06,74.0,1011.0,2.38,clear sky,3.0,1.32,5.41,0.21,112.95
Tanger,2026-05-07 01:01:08.265945,14.74,82.0,1011.0,0.51,clear sky,3.0,2.38,6.7,1.17,107.21
Marrakech,2026-05-07 01:01:08.265945,15.98,72.0,1012.0,3.6,broken clouds,2.0,2.76,9.94,1.43,88.0
Rabat,2026-05-07 01:01:08.265945,12.37,87.0,1012.0,0.0,scattered clouds,2.0,2.32,4.52,2.19,94.74
Agadir,2026-05-07 02:01:18.694766,16.06,77.0,1010.0,2.41,clear sky,3.0,1.27,5.12,0.2,112.49
Tanger,2026-05-07 02:01:18.694766,13.74,82.0,1010.0,1.03,clear sky,3.0,2.43,7.15,0.99,106.61
Marrakech,2026-05-07 02:01:18.694766,15.98,72.0,1011.0,2.06,broken clouds,2.0,2.76,10.24,1.24,87.32
Rabat,2026-05-07 02:01:18.694766,10.37,100.0,1011.0,1.54,scattered clouds,2.0,2.44,5.05,1.96,94.42
Agadir,2026-05-07 03:01:28.539344,16.06,80.0,1010.0,3.09,clear sky,3.0,1.21,4.77,0.19,112.01
Tanger,2026-05-07 03:01:28.539344,13.74,82.0,1010.0,0.51,clear sky,3.0,2.4,7.29,0.86,105.77
Marrakech,2026-05-07 03:01:28.539344,14.98,77.0,1011.0,1.54,broken clouds,2.0,2.77,10.54,1.03,86.59
Rabat,2026-05-07 03:01:28.539344,11.37,100.0,1011.0,0.0,scattered clouds,2.0,2.6,5.72,1.77,94.74
Agadir,2026-05-07 04:01:38.543915,16.06,80.0,1010.0,2.4,clear sky,3.0,1.14,4.41,0.19,111.29
Tanger,2026-05-07 04:01:38.543915,14.74,82.0,1010.0,2.06,clear sky,3.0,2.38,7.41,0.79,104.54
Marrakech,2026-05-07 04:01:38.543915,15.02,77.0,1011.0,1.54,broken clouds,2.0,2.76,10.77,0.8,86.97
Rabat,2026-05-07 04:01:38.543915,10.37,100.0,1011.0,0.0,broken clouds,2.0,2.74,6.26,1.65,95.36
Agadir,2026-05-07 05:01:48.719540,15.06,81.0,1010.0,3.02,clear sky,3.0,1.03,3.92,0.19,110.83
Tanger,2026-05-07 05:01:48.719540,14.74,82.0,1010.0,1.54,clear sky,3.0,2.35,7.38,0.79,103.18
Marrakech,2026-05-07 05:01:48.719540,13.98,82.0,1011.0,0.51,mist,2.0,2.69,10.77,0.53,90.02
Rabat,2026-05-07 05:01:48.719540,14.37,94.0,1011.0,0.0,broken clouds,2.0,2.85,6.55,1.61,95.54
Agadir,2026-05-07 06:01:58.759150,15.06,83.0,1010.0,2.65,clear sky,3.0,0.93,3.44,0.19,110.39
Tanger,2026-05-07 06:01:58.759150,14.74,82.0,1010.0,2.06,clear sky,3.0,2.28,7.08,0.89,101.52
Marrakech,2026-05-07 06:01:58.759150,13.98,82.0,1011.0,2.06,mist,2.0,2.65,10.67,0.46,90.89
Rabat,2026-05-07 06:01:58.759150,16.37,82.0,1011.0,2.57,light rain,2.0,2.89,6.65,1.7,95.21
Agadir,2026-05-07 07:02:08.632636,14.06,84.0,1011.0,2.88,clear sky,3.0,0.85,3.08,0.22,109.95
Tanger,2026-05-07 07:02:08.632636,13.74,82.0,1011.0,2.57,few clouds,2.0,2.22,6.73,1.42,99.39
Marrakech,2026-05-07 07:02:08.632636,13.98,82.0,1011.0,2.06,light rain,2.0,2.65,10.64,0.53,90.86
Rabat,2026-05-07 07:02:08.632636,16.37,72.0,1012.0,2.06,light rain,2.0,2.95,6.78,2.31,94.2
Agadir,2026-05-07 08:02:18.463927,13.06,81.0,1012.0,2.47,few clouds,3.0,0.83,2.93,0.3,109.71
Tanger,2026-05-07 08:02:18.463927,14.74,77.0,1012.0,3.09,few clouds,2.0,2.21,6.44,2.49,96.75
Marrakech,2026-05-07 08:02:18.463927,12.98,88.0,1012.0,1.54,drizzle,2.0,2.61,10.29,0.72,90.2
Rabat,2026-05-07 08:02:18.463927,16.37,72.0,1013.0,0.0,light rain,2.0,3.03,6.93,3.6,92.32
Agadir,2026-05-07 09:02:28.302651,16.06,76.0,1012.0,1.38,scattered clouds,3.0,0.84,2.87,0.32,109.45
Tanger,2026-05-07 09:02:28.302651,16.74,72.0,1012.0,4.12,scattered clouds,2.0,2.15,6.09,2.73,96.71
Marrakech,2026-05-07 09:02:28.302651,13.98,88.0,1012.0,2.06,broken clouds,2.0,2.56,9.87,0.79,89.58
Rabat,2026-05-07 09:02:28.302651,18.37,63.0,1013.0,2.06,few clouds,2.0,3.06,6.96,4.14,92.06
Agadir,2026-05-07 10:02:38.363304,19.06,70.0,1012.0,1.61,scattered clouds,3.0,0.9,2.93,0.29,109.42
Tanger,2026-05-07 10:02:38.363304,17.74,68.0,1012.0,4.12,scattered clouds,3.0,2.02,5.68,2.05,100.5
Marrakech,2026-05-07 10:02:38.363304,14.98,82.0,1012.0,1.54,broken clouds,2.0,2.51,9.37,0.7,90.09
Rabat,2026-05-07 10:02:38.363304,19.37,59.0,1013.0,2.06,scattered clouds,2.0,3.09,6.87,3.6,94.78
Agadir,2026-05-07 11:02:48.133130,20.06,66.0,1012.0,1.63,scattered clouds,3.0,1.04,3.25,0.24,109.62
Tanger,2026-05-07 11:02:48.133130,18.77,55.0,1012.0,4.63,scattered clouds,3.0,1.68,5.04,0.63,110.73
Marrakech,2026-05-07 11:02:48.133130,15.98,72.0,1013.0,2.06,broken clouds,2.0,2.25,8.34,0.47,92.98
Rabat,2026-05-07 11:02:48.133130,19.37,55.0,1013.0,2.06,scattered clouds,3.0,3.22,6.85,2.67,100.81
Agadir,2026-05-07 12:02:58.159024,22.06,62.0,1011.0,2.61,scattered clouds,3.0,1.25,3.75,0.2,109.13
Tanger,2026-05-07 12:02:58.159024,19.77,56.0,1012.0,4.12,scattered clouds,3.0,1.63,4.89,0.48,112.12
Marrakech,2026-05-07 12:02:58.159024,16.98,67.0,1012.0,2.06,broken clouds,2.0,2.05,7.48,0.31,94.67
Rabat,2026-05-07 12:02:58.159024,20.37,52.0,1013.0,2.57,scattered clouds,3.0,3.51,7.12,2.02,105.04
Agadir,2026-05-07 13:03:07.986812,23.06,59.0,1011.0,4.84,scattered clouds,3.0,1.44,4.17,0.17,108.64
Tanger,2026-05-07 13:03:07.986812,19.74,60.0,1012.0,6.17,scattered clouds,3.0,1.65,4.88,0.42,113.27
Marrakech,2026-05-07 13:03:07.986812,17.98,63.0,1011.0,1.54,broken clouds,2.0,2.01,7.16,0.23,95.97
Rabat,2026-05-07 13:03:07.986812,20.37,52.0,1013.0,3.09,scattered clouds,3.0,3.84,7.4,1.44,109.46
Agadir,2026-05-07 14:03:18.586285,24.06,58.0,1011.0,6.05,few clouds,3.0,1.55,4.29,0.16,108.37
Tanger,2026-05-07 14:03:18.586285,19.74,60.0,1012.0,4.63,scattered clouds,3.0,1.66,4.86,0.39,114.44
Marrakech,2026-05-07 14:03:18.586285,18.98,59.0,1010.0,1.54,broken clouds,2.0,2.09,7.19,0.21,99.1
Rabat,2026-05-07 14:03:18.586285,20.37,56.0,1012.0,3.6,scattered clouds,3.0,3.7,6.92,0.84,114.95
Agadir,2026-05-07 15:03:29.095868,24.06,56.0,1010.0,7.52,few clouds,3.0,1.6,4.67,0.16,109.47
Tanger,2026-05-07 15:03:29.095868,19.74,60.0,1011.0,5.14,scattered clouds,3.0,1.44,3.99,0.36,114.76
Marrakech,2026-05-07 15:03:29.095868,21.98,53.0,1009.0,1.54,broken clouds,3.0,2.01,6.29,0.22,101.21
Rabat,2026-05-07 15:03:29.095868,20.37,49.0,1012.0,3.09,scattered clouds,3.0,2.93,5.33,0.63,114.22
Agadir,2026-05-07 16:03:41.269055,23.06,54.0,1010.0,9.3,few clouds,3.0,1.51,4.4,0.16,108.94
Tanger,2026-05-07 16:03:41.269055,19.74,60.0,1011.0,5.66,scattered clouds,3.0,1.44,3.98,0.4,115.08
Marrakech,2026-05-07 16:03:41.269055,21.98,49.0,1008.0,2.57,broken clouds,3.0,2.31,7.14,0.24,102.78
Rabat,2026-05-07 16:03:41.269055,20.37,49.0,1011.0,3.09,scattered clouds,3.0,3.19,5.61,0.7,114.22
Agadir,2026-05-07 17:03:51.193971,23.06,55.0,1009.0,8.22,few clouds,3.0,1.38,4.08,0.18,108.46
Tanger,2026-05-07 17:03:51.193971,18.74,63.0,1010.0,4.63,scattered clouds,3.0,1.43,3.98,0.52,115.45
Marrakech,2026-05-07 17:03:51.193971,23.98,43.0,1008.0,1.54,broken clouds,3.0,2.88,8.77,0.32,105.64
Rabat,2026-05-07 17:03:51.193971,19.37,52.0,1011.0,4.12,scattered clouds,3.0,3.44,5.98,0.92,114.91
Agadir,2026-05-07 18:04:03.944188,23.06,56.0,1009.0,8.08,scattered clouds,3.0,1.25,3.78,0.22,107.56
Tanger,2026-05-07 18:04:03.944188,18.74,59.0,1011.0,5.14,scattered clouds,3.0,1.4,3.95,0.67,115.32
Marrakech,2026-05-07 18:04:03.944188,23.98,43.0,1008.0,1.03,broken clouds,3.0,3.46,10.39,0.43,107.0
Rabat,2026-05-07 18:04:03.944188,19.37,59.0,1011.0,4.12,scattered clouds,3.0,3.57,6.33,1.38,114.23
Agadir,2026-05-07 19:04:13.679845,22.06,61.0,1009.0,7.93,few clouds,3.0,1.14,3.56,0.25,106.41
Tanger,2026-05-07 19:04:13.679845,18.77,59.0,1011.0,4.63,clear sky,3.0,1.35,3.83,0.77,114.65
