city,timestamp,temperature,humidity,pressure,wind_speed,clouds,visibility,weather_main,weather_desc,aqi,pm2_5,pm10,co,no2,o3,so2,nh3
Casablanca,2026-05-12 13:52:35,21.85,49,1021,4.12,40,10000,Clouds,scattered clouds,3,2.31,7.96,102.7,0.27,100.09,1.91,0
Tanger,2026-05-12 13:52:37,20.64,68,1021,5.66,40,10000,Clouds,scattered clouds,3,3.61,6.73,101.63,0.5,106.54,3.52,0
Karia Ba Mohamed,2026-05-12 13:52:38,24.69,32,1019,3.51,1,10000,Clear,clear sky,2,2.83,5.37,95.13,0.18,95.74,1.02,0.01
Fes,2026-05-12 13:52:39,25.14,33,1019,5.66,75,10000,Clouds,broken clouds,2,2.69,5.54,92.75,0.13,92.72,0.71,0.02
Casablanca,2026-05-12 14:03:08,21.85,49,1021,4.12,40,10000,Clouds,scattered clouds,3,2.31,7.96,102.7,0.27,100.09,1.91,0
Tanger,2026-05-12 14:03:09,20.64,68,1021,5.66,40,10000,Clouds,scattered clouds,3,3.61,6.73,101.63,0.5,106.54,3.52,0
Karia Ba Mohamed,2026-05-12 14:03:11,24.69,32,1019,3.51,1,10000,Clear,clear sky,2,2.83,5.37,95.13,0.18,95.74,1.02,0.01
Fes,2026-05-12 14:03:12,25.14,33,1019,5.66,75,10000,Clouds,broken clouds,2,2.69,5.54,92.75,0.13,92.72,0.71,0.02
Casablanca,2026-05-12 15:03:14,21.85,46,1020,3.09,0,10000,Clear,clear sky,3,2.53,7.6,101.54,0.34,102.17,2.61,0
Tanger,2026-05-12 15:03:16,20.64,64,1020,5.66,40,10000,Clouds,scattered clouds,3,3.91,6.82,100.98,0.57,109,3.85,0
Karia Ba Mohamed,2026-05-12 15:03:18,25.36,30,1018,3.61,1,10000,Clear,clear sky,2,2.74,4.97,94.26,0.21,97.05,1,0.02
Fes,2026-05-12 15:03:19,25.14,31,1018,5.66,75,10000,Clouds,broken clouds,2,2.44,4.93,91.72,0.15,93.7,0.61,0.04
Casablanca,2026-05-12 17:53:20,20.96,56,1020,3.6,0,10000,Clear,clear sky,3,2.85,7.27,104.27,0.83,108.24,4.65,0
Tanger,2026-05-12 17:53:22,19.64,64,1020,5.14,40,10000,Clouds,scattered clouds,3,4.9,7.89,106.17,1.65,111.52,5.28,0
Karia Ba Mohamed,2026-05-12 17:53:23,22.92,41,1018,6.58,1,10000,Clear,clear sky,2,3.33,5.28,96.03,0.55,99.94,1.41,0.11
Fes,2026-05-12 17:53:25,23.14,37,1018,5.14,40,10000,Clouds,scattered clouds,2,2.73,4.73,92.45,0.48,94.21,0.73,0.19
Casablanca,2026-05-12 18:53:28,20.19,60,1021,3.6,0,10000,Clear,clear sky,3,2.59,7.21,104.77,1.31,105.37,5.1,0
Tanger,2026-05-12 18:53:30,18.64,68,1021,4.63,20,10000,Clouds,few clouds,3,4.35,7.29,107.08,2.48,105.76,5.11,0.01
Karia Ba Mohamed,2026-05-12 18:53:31,19.89,50,1019,5.08,0,10000,Clear,clear sky,2,3.53,5.53,96.57,0.8,97.93,1.56,0.15
Fes,2026-05-12 18:53:33,21.14,49,1019,4.63,20,10000,Clouds,few clouds,2,3.04,4.99,92.86,0.83,90.58,0.88,0.33
Casablanca,2026-05-12 19:53:35,19.13,63,1022,3.09,0,10000,Clear,clear sky,3,2.42,7.6,106.91,1.82,102.29,5.61,0.03
Tanger,2026-05-12 19:53:38,17.64,72,1021,3.09,20,10000,Clouds,few clouds,3,3.85,6.84,109.3,3.16,100.63,4.94,0.1
Karia Ba Mohamed,2026-05-12 19:53:40,17.63,55,1020,3.61,0,10000,Clear,clear sky,2,3.72,5.81,97.99,1.06,95.56,1.67,0.24
Fes,2026-05-12 19:53:42,19.14,59,1021,3.6,20,10000,Clouds,few clouds,2,3.43,5.36,93.97,1.19,86.38,1.03,0.52
Casablanca,2026-05-12 20:53:43,18.07,72,1022,2.57,0,10000,Clear,clear sky,2,2.32,8.01,108.8,2.04,99.64,6.08,0.09
Tanger,2026-05-12 20:53:45,16.64,77,1022,2.57,20,10000,Clouds,few clouds,2,3.42,6.53,111.01,3.32,96.8,4.83,0.18
Karia Ba Mohamed,2026-05-12 20:53:47,16.47,60,1022,2.88,0,10000,Clear,clear sky,2,3.89,6.12,99.68,1.27,93.01,1.72,0.35
Fes,2026-05-12 20:53:48,17.14,63,1022,3.09,20,10000,Clouds,few clouds,2,3.82,5.82,95.33,1.48,83.23,1.17,0.71
Casablanca,2026-05-12 21:53:50,18.07,72,1022,2.06,0,10000,Clear,clear sky,2,2.35,8.46,108.68,2.19,95.44,5.97,0.14
Tanger,2026-05-12 21:53:51,16.64,77,1022,2.06,20,10000,Clouds,few clouds,2,3.19,6.4,110.91,3.41,92.51,4.73,0.19
Karia Ba Mohamed,2026-05-12 21:53:53,15.54,64,1022,2.1,0,10000,Clear,clear sky,2,3.88,6.17,99.22,1.62,85.4,1.42,0.51
Fes,2026-05-12 21:53:54,16.14,67,1022,2.57,20,10000,Clouds,few clouds,2,3.99,6.02,94.95,1.79,77.36,1.07,0.92
Casablanca,2026-05-13 11:38:46,20.18,49,1020,3.6,0,10000,Clear,clear sky,3,6.67,14,101.89,0.55,111.13,6.27,0
Tanger,2026-05-13 11:38:48,19.64,64,1020,3.6,40,10000,Clouds,scattered clouds,3,7.63,12.15,103.41,0.95,108.39,6.07,0
Karia Ba Mohamed,2026-05-13 11:38:49,23.48,36,1019,3.03,1,10000,Clear,clear sky,2,4.62,8.24,96.92,0.3,96.02,1.01,0.13
Fes,2026-05-13 11:38:51,23.14,43,1019,2.57,20,10000,Clouds,few clouds,2,4.77,7.81,94.31,0.21,95.06,0.72,0.12
Casablanca,2026-05-13 12:38:52,20.74,56,1020,3.09,0,10000,Clear,clear sky,3,6.95,13.62,102.18,0.47,115.73,6.14,0
Tanger,2026-05-13 12:38:53,19.64,68,1020,3.6,40,10000,Clouds,scattered clouds,3,7.34,11.34,103.23,0.7,112.44,5.52,0
Karia Ba Mohamed,2026-05-13 12:38:55,24.62,29,1018,3.47,0,10000,Clear,clear sky,2,4.33,7.72,96.38,0.24,99.99,0.97,0.05
Fes,2026-05-13 12:38:56,24.14,35,1018,2.57,20,10000,Clouds,few clouds,2,4.44,7.38,94.28,0.19,99.11,0.69,0.07
Casablanca,2026-05-13 13:38:58,20.74,56,1019,3.6,20,10000,Clouds,few clouds,3,6.57,12.61,99.9,0.45,115.2,5.58,0
Tanger,2026-05-13 13:38:59,20.64,60,1019,4.12,40,10000,Clouds,scattered clouds,3,5.99,9.31,101.73,0.63,112.69,5.14,0
Karia Ba Mohamed,2026-05-13 13:39:01,25.2,26,1017,4,0,10000,Clear,clear sky,3,3.39,6.68,94.22,0.23,101.89,0.9,0.04
Fes,2026-05-13 13:39:02,24.14,28,1017,2.57,20,10000,Clouds,few clouds,3,3.81,6.96,92.2,0.19,100.82,0.77,0.06
Casablanca,2026-05-13 14:39:05,20.74,60,1019,3.09,20,10000,Clouds,few clouds,3,6.53,12.24,98.79,0.49,115.26,5.63,0
Tanger,2026-05-13 14:39:07,20.64,60,1019,4.12,40,10000,Clouds,scattered clouds,3,5.82,9.06,101.29,0.67,111.57,5.01,0
Karia Ba Mohamed,2026-05-13 14:39:09,25.58,25,1016,4.08,8,10000,Clear,clear sky,3,3.22,6.37,93.34,0.25,101.5,0.84,0.06
Fes,2026-05-13 14:39:10,25.14,31,1016,3.6,20,10000,Clouds,few clouds,3,3.62,6.59,91.4,0.21,101.09,0.71,0.07
Casablanca,2026-05-14 10:27:28,20.19,64,1014,3.09,75,8000,Clouds,broken clouds,2,4.15,10.83,106.7,1.56,92.37,6.26,0
Tanger,2026-05-14 10:27:30,19.64,73,1014,3.6,75,10000,Clouds,broken clouds,2,3.81,8.06,106.8,2.31,87.16,5.19,0.05
Karia Ba Mohamed,2026-05-14 10:27:31,20.43,55,1014,3.13,96,10000,Clouds,overcast clouds,2,3.09,7.83,98.04,1.22,78.18,0.91,0.53
Fes,2026-05-14 10:27:33,20.14,55,1014,2.06,0,10000,Clear,clear sky,2,3.45,7.04,95.15,0.71,79.38,0.58,0.61
Casablanca,2026-05-14 11:27:34,20.19,60,1015,4.12,75,8000,Clouds,broken clouds,3,4.47,10.31,105,0.93,100.13,6.23,0
Tanger,2026-05-14 11:27:36,19.64,68,1014,4.63,75,10000,Clouds,broken clouds,2,4.29,8.02,105.15,1.34,96.11,5.09,0.01
Karia Ba Mohamed,2026-05-14 11:27:37,21.85,48,1013,4.4,95,10000,Clouds,overcast clouds,2,3.36,8.14,97.84,0.57,88.57,0.87,0.38
Fes,2026-05-14 11:27:38,21.14,49,1014,1.54,0,10000,Clear,clear sky,2,3.86,7.95,95.66,0.38,86.53,0.6,0.46
Casablanca,2026-05-14 12:27:40,19.13,68,1015,3.6,75,8000,Clouds,broken clouds,3,4.6,9.88,103.31,0.66,103.54,6.17,0
Tanger,2026-05-14 12:27:41,19.64,73,1013,6.17,75,10000,Clouds,broken clouds,3,4.76,8.09,104.11,0.93,101.23,5.14,0
Karia Ba Mohamed,2026-05-14 12:27:44,22.66,46,1014,5.01,96,10000,Clouds,overcast clouds,2,3.55,8.39,97.08,0.38,91.32,0.86,0.32
Fes,2026-05-14 12:27:45,21.14,49,1013,2.06,0,10000,Clear,clear sky,2,4.22,8.82,95.29,0.29,89.44,0.62,0.41
Casablanca,2026-05-14 14:34:00,20.19,60,1014,3.6,75,8000,Clouds,broken clouds,3,2.21,5.46,103.13,0.43,104.25,3.09,0
Tanger,2026-05-14 14:34:01,19.64,73,1012,5.14,75,10000,Clouds,broken clouds,3,2.83,5.86,103.45,0.82,104.37,2.88,0
Karia Ba Mohamed,2026-05-14 14:34:02,25.29,38,1010,5.95,8,10000,Clear,clear sky,2,3.93,8.81,96.91,0.35,93.95,1.01,0.19
Fes,2026-05-14 14:34:04,24.14,38,1011,4.12,40,10000,Clouds,scattered clouds,2,4.26,9.2,94.5,0.3,90.88,0.73,0.31
Casablanca,2026-05-14 14:34:31,20.19,60,1014,3.6,75,8000,Clouds,broken clouds,3,2.21,5.46,103.13,0.43,104.25,3.09,0
Tanger,2026-05-14 14:34:32,19.64,73,1012,5.14,75,10000,Clouds,broken clouds,3,2.83,5.86,103.45,0.82,104.37,2.88,0
Karia Ba Mohamed,2026-05-14 14:34:33,25.29,38,1010,5.95,8,10000,Clear,clear sky,2,3.93,8.81,96.91,0.35,93.95,1.01,0.19
Fes,2026-05-14 14:34:35,24.14,38,1011,4.12,40,10000,Clouds,scattered clouds,2,4.26,9.2,94.5,0.3,90.88,0.73,0.31
Casablanca,2026-05-14 15:34:36,19.07,59,1014,3.09,75,8000,Clouds,broken clouds,3,2.21,5.46,103.13,0.43,104.25,3.09,0
Tanger,2026-05-14 15:34:38,20.64,68,1012,5.14,40,10000,Clouds,scattered clouds,3,2.67,5.78,104.45,1.08,103.7,2.87,0
Karia Ba Mohamed,2026-05-14 15:34:40,24.29,39,1011,8.45,9,10000,Clear,clear sky,2,3.95,8.29,97.54,0.4,95.28,1.14,0.14
Fes,2026-05-14 15:34:41,23.14,40,1011,6.69,40,10000,Clouds,scattered clouds,2,4.26,8.69,94.65,0.35,91.16,0.85,0.23
Casablanca,2026-05-14 16:34:43,20.19,60,1014,3.09,40,8000,Clouds,scattered clouds,3,1.76,4.86,104.55,0.59,103.95,2.8,0
Tanger,2026-05-14 16:34:45,19.64,68,1012,5.66,40,10000,Clouds,scattered clouds,3,2.7,5.99,105.52,1.31,103.85,3,0
Karia Ba Mohamed,2026-05-14 16:34:46,23.02,40,1011,8.22,14,10000,Clouds,few clouds,2,3.72,7.2,98.16,0.52,96.49,1.23,0.11
Fes,2026-05-14 16:34:49,24.14,40,1011,5.14,40,10000,Clouds,scattered clouds,2,4.02,7.5,94.87,0.49,91.32,0.98,0.19
Casablanca,2026-05-14 17:34:50,20.19,60,1015,3.09,40,8000,Clouds,scattered clouds,3,1.7,4.98,105.31,0.75,103.29,2.82,0
Tanger,2026-05-14 17:34:52,19.64,73,1012,5.66,75,10000,Clouds,broken clouds,3,2.67,6.08,106.43,1.48,103.56,2.99,0.02
Karia Ba Mohamed,2026-05-14 17:34:53,21.06,48,1012,7.87,11,10000,Clouds,few clouds,2,3.35,6.3,99.04,0.62,97.01,1.31,0.1
Fes,2026-05-14 17:34:55,22.14,46,1012,5.66,40,10000,Clouds,scattered clouds,2,3.65,6.41,95.5,0.65,91.14,1.12,0.15
Casablanca,2026-05-14 19:02:01,19.13,63,1015,2.57,40,8000,Clouds,scattered clouds,3,1.69,5.29,105.71,1.01,100.97,2.87,0.03
Tanger,2026-05-14 19:02:03,18.64,72,1013,5.66,40,10000,Clouds,scattered clouds,3,2.51,5.91,106.65,1.83,101.13,2.85,0.06
Karia Ba Mohamed,2026-05-14 19:02:04,18.78,58,1013,6.81,0,10000,Clear,clear sky,2,2.94,5.48,98.9,0.78,94.75,1.41,0.13
Fes,2026-05-14 19:02:06,19.14,59,1013,6.17,40,10000,Clouds,scattered clouds,2,3.25,5.47,95.4,0.86,88.9,1.27,0.18
Casablanca,2026-05-14 20:02:07,18.07,63,1015,3.09,40,8000,Clouds,scattered clouds,2,1.77,5.9,107.84,1.27,99.69,3.07,0.09
Tanger,2026-05-14 20:02:09,17.64,72,1013,4.12,40,10000,Clouds,scattered clouds,2,2.35,5.78,108,2.07,98.9,2.77,0.14
Karia Ba Mohamed,2026-05-14 20:02:10,17.24,66,1014,5.94,0,10000,Clear,clear sky,2,2.65,4.91,100.15,0.92,92.53,1.41,0.18
Fes,2026-05-14 20:02:12,17.14,67,1014,6.17,40,10000,Rain,light rain,2,2.94,4.78,96.57,1.04,86.42,1.29,0.24
Casablanca,2026-05-14 21:02:14,18.07,63,1016,2.57,3,10000,Clear,clear sky,2,1.83,6.34,109.73,1.34,98.61,3.17,0.14
Tanger,2026-05-14 21:02:16,17.64,72,1014,3.09,40,10000,Clouds,scattered clouds,2,2.2,5.61,109.35,2.03,97.47,2.66,0.18
Karia Ba Mohamed,2026-05-14 21:02:18,16.43,76,1015,4.72,0,10000,Clear,clear sky,2,2.45,4.54,101.4,1.02,90.63,1.35,0.19
Fes,2026-05-14 21:02:19,17.14,72,1015,5.14,40,10000,Clouds,scattered clouds,2,2.7,4.28,97.74,1.14,84.06,1.22,0.25
Casablanca,2026-05-14 22:02:22,18.07,67,1016,2.06,1,10000,Clear,clear sky,2,1.87,6.69,109.03,1.37,96.19,3.17,0.16
Tanger,2026-05-14 22:02:23,17.64,77,1014,3.6,40,10000,Clouds,scattered clouds,2,2.06,5.2,108.8,1.98,94.76,2.42,0.19
Karia Ba Mohamed,2026-05-14 22:02:25,14.97,81,1015,2.87,0,10000,Clear,clear sky,2,2.3,4.19,100.92,1.07,87.44,1.31,0.18
Fes,2026-05-14 22:02:26,16.14,77,1016,4.12,40,10000,Clouds,scattered clouds,2,2.5,3.86,97.27,1.21,80.6,1.15,0.26
Casablanca,2026-05-15 09:12:58,15.74,87,1015,4.09,64,10000,Clouds,broken clouds,1,4.63,17.18,113,3.52,58.34,1.21,0.82
Tanger,2026-05-15 09:13:00,17.64,68,1013,6.17,40,10000,Clouds,scattered clouds,2,2.76,7.84,111.22,5.01,64.23,1.26,0.83
Karia Ba Mohamed,2026-05-15 09:13:01,18.1,61,1015,4.1,43,10000,Clouds,scattered clouds,2,2.41,4.39,100.39,1.48,77.8,1.22,0.83
Fes,2026-05-15 09:13:03,18.14,55,1015,3.6,75,10000,Clouds,broken clouds,2,2.02,3.35,97.69,1.46,72.03,0.69,0.93
Casablanca,2026-05-15 10:13:04,17.96,77,1016,3.38,71,10000,Clouds,broken clouds,2,4.11,12.66,107.02,1.4,96.05,6.43,0
Tanger,2026-05-15 10:13:07,18.64,63,1013,6.17,40,10000,Clouds,scattered clouds,2,2.27,5.07,105.51,1.25,96.71,2.53,0.06
Karia Ba Mohamed,2026-05-15 10:13:08,19.97,54,1015,4.52,51,10000,Clouds,broken clouds,2,1.6,2.99,98.53,0.54,89.53,0.92,0.17
Fes,2026-05-15 10:13:10,19.14,48,1015,4.63,75,10000,Clouds,broken clouds,2,1.14,2.07,95.49,0.37,87.61,0.41,0.21
Casablanca,2026-05-15 11:07:05,18.07,67,1016,2.06,40,8000,Clouds,scattered clouds,3,3.37,9.1,105.05,0.83,100.45,5.26,0
Tanger,2026-05-15 11:07:07,18.64,63,1013,6.69,40,10000,Clouds,scattered clouds,3,2.12,4.14,103.73,0.72,101.26,2.01,0.03
Karia Ba Mohamed,2026-05-15 11:07:10,21.37,52,1015,5.11,46,10000,Clouds,scattered clouds,2,1.41,2.66,97,0.36,90.83,0.82,0.12
Fes,2026-05-15 11:07:12,18.14,55,1015,5.14,75,10000,Clouds,broken clouds,2,0.96,1.89,94.18,0.24,88.47,0.36,0.15
Casablanca,2026-05-15 12:07:13,19.13,55,1015,3.09,40,10000,Clouds,scattered clouds,3,3.2,7.89,103.61,0.62,102.33,4.74,0
Tanger,2026-05-15 12:07:15,19.64,60,1013,6.17,40,10000,Clouds,scattered clouds,3,2.31,4.29,102.92,0.61,103.34,1.95,0.02
Karia Ba Mohamed,2026-05-15 12:07:16,21.3,49,1014,5.95,41,10000,Clouds,scattered clouds,2,1.57,2.94,96.07,0.3,91.7,0.9,0.12
Fes,2026-05-15 12:07:17,19.14,52,1014,5.66,75,10000,Clouds,broken clouds,2,1.07,2.19,93.2,0.2,88.42,0.43,0.16
Casablanca,2026-05-15 13:07:19,20.18,52,1015,2.68,0,10000,Clear,clear sky,3,2.95,6.91,104.25,0.57,104.22,4.16,0
Tanger,2026-05-15 13:07:20,19.64,60,1013,6.17,40,10000,Clouds,scattered clouds,3,2.51,4.73,103.39,0.58,105.64,1.99,0.01
Karia Ba Mohamed,2026-05-15 13:07:21,22.18,46,1014,5.19,28,10000,Clouds,scattered clouds,2,1.79,3.25,96.76,0.27,94.74,1,0.09
Fes,2026-05-15 13:07:23,20.14,48,1014,4.63,75,10000,Clouds,broken clouds,2,1.29,2.55,93.77,0.18,90.6,0.55,0.13
Casablanca,2026-05-15 14:14:32,20.19,56,1015,4.12,40,10000,Clouds,scattered clouds,3,2.24,5.15,103.21,0.5,104.63,2.94,0
Tanger,2026-05-15 14:14:35,19.64,56,1013,7.2,40,10000,Clouds,scattered clouds,3,2.59,4.93,103.31,0.63,106.11,2.03,0.01
Karia Ba Mohamed,2026-05-15 14:14:37,23.08,41,1013,6.07,17,10000,Clouds,few clouds,2,2.15,3.81,96.9,0.36,96.04,1.45,0.04
Fes,2026-05-15 14:14:40,22.14,43,1013,6.17,75,10000,Clouds,broken clouds,2,1.81,3.34,94.15,0.29,91.8,1.05,0.08
Casablanca,2026-05-15 15:14:42,20.18,56,1014,4.02,0,10000,Clear,clear sky,3,2.17,5.05,103.51,0.56,104.22,2.67,0
Tanger,2026-05-15 15:14:44,18.64,63,1012,7.2,40,10000,Clouds,scattered clouds,3,2.58,5.02,103.42,0.66,105.9,1.99,0.01
Karia Ba Mohamed,2026-05-15 15:14:45,23.43,37,1012,6.24,11,10000,Clouds,few clouds,2,2.28,3.94,96.43,0.36,96.95,1.48,0.04
Fes,2026-05-15 15:14:46,21.14,42,1013,5.66,75,10000,Clouds,broken clouds,2,2.04,3.54,93.74,0.31,92.59,1.19,0.07
Casablanca,2026-05-15 18:28:18,18.07,67,1015,4.12,40,10000,Clouds,scattered clouds,3,1.76,4.24,106.9,0.95,101.56,2.6,0.02
Tanger,2026-05-15 18:28:20,17.64,68,1013,3.6,20,10000,Clouds,few clouds,3,2.35,5.39,107.63,1.61,103.45,2.49,0.06
Karia Ba Mohamed,2026-05-15 18:28:21,20.44,48,1013,7,6,10000,Clear,clear sky,2,2.58,4.87,98.47,0.72,98.82,1.55,0.11
Fes,2026-05-15 18:28:23,19.14,52,1013,5.14,40,10000,Clouds,scattered clouds,2,2.64,4.28,94.72,0.71,94.82,1.48,0.15
Casablanca,2026-05-15 19:28:23,18.07,63,1015,3.09,40,10000,Clouds,scattered clouds,2,1.84,4.89,107.99,1.22,99.81,2.88,0.04
Tanger,2026-05-15 19:28:24,16.64,67,1014,4.12,20,10000,Clouds,few clouds,3,2.28,5.72,108.48,1.98,100.95,2.56,0.11
Karia Ba Mohamed,2026-05-15 19:28:26,18.2,56,1014,6.44,2,10000,Clear,clear sky,2,2.51,5.11,98.88,0.83,96.95,1.49,0.16
Fes,2026-05-15 19:28:27,18.14,55,1015,4.63,40,10000,Clouds,scattered clouds,2,2.65,4.6,95,0.88,93.04,1.44,0.21
Casablanca,2026-05-15 20:28:28,17.02,72,1016,3.09,13,10000,Clouds,few clouds,2,2.13,6.16,109.98,1.44,98.59,3.46,0.07
Tanger,2026-05-15 20:28:30,16.64,72,1014,2.57,40,10000,Clouds,scattered clouds,2,2.42,6.26,109.87,2.14,99.47,2.56,0.16
Karia Ba Mohamed,2026-05-15 20:28:31,16.39,65,1015,5.39,1,10000,Clear,clear sky,2,2.4,5.3,100.26,0.91,94.98,1.36,0.23
Fes,2026-05-15 20:28:33,16.14,67,1016,4.63,40,10000,Clouds,scattered clouds,2,2.56,4.86,96.15,1.01,90.84,1.31,0.29
Casablanca,2026-05-15 21:28:34,17.02,72,1016,3.6,10,10000,Clear,clear sky,2,2.5,7.28,111.72,1.49,98.27,3.8,0.08
Tanger,2026-05-15 21:28:36,16.64,72,1014,3.09,75,10000,Clouds,broken clouds,2,2.68,6.89,110.82,2.08,98.96,2.48,0.18
Karia Ba Mohamed,2026-05-15 21:28:37,15.02,74,1016,3.4,1,10000,Clear,clear sky,2,2.28,5.44,101.81,0.96,93.49,1.22,0.27
Fes,2026-05-15 21:28:39,15.14,77,1016,4.12,40,10000,Clouds,scattered clouds,2,2.42,5.01,97.64,1.08,89.03,1.12,0.32
Casablanca,2026-05-15 22:28:40,17.02,67,1016,3.6,7,10000,Clear,clear sky,2,2.95,8.42,111.53,1.59,96.97,3.94,0.09
Tanger,2026-05-15 22:28:41,16.64,72,1015,2.57,40,10000,Clouds,scattered clouds,2,2.93,7.55,109.8,2.02,98.02,2.36,0.18
Karia Ba Mohamed,2026-05-15 22:28:43,14.14,78,1016,2.01,2,10000,Clear,clear sky,2,2.19,5.47,101.98,1.02,90.35,1.05,0.29
Fes,2026-05-15 22:28:44,14.14,82,1017,3.09,40,10000,Clouds,scattered clouds,2,2.25,4.97,97.87,1.1,86.12,0.95,0.32
Casablanca,2026-05-16 09:28:58,16.19,88,1016,1.54,75,3000,Rain,moderate rain,2,5.51,17.28,108.53,3.16,67.66,1.8,0.42
Tanger,2026-05-16 09:28:59,20.64,52,1016,2.06,20,10000,Clouds,few clouds,2,3.81,11.71,104.4,2.62,82.07,1.56,0.4
Karia Ba Mohamed,2026-05-16 09:29:01,16.55,76,1017,1.37,78,10000,Rain,light rain,2,2.59,5.96,101.67,1.43,68.42,0.63,0.5
Fes,2026-05-16 09:29:02,14.14,88,1017,2.06,75,10000,Clouds,broken clouds,2,1.92,4.06,99.09,1.61,63.4,0.52,0.7
Casablanca,2026-05-16 10:29:04,17.19,88,1016,1.54,75,3000,Rain,moderate rain,2,4.47,13.29,105.76,1.86,91.34,4.09,0
Tanger,2026-05-16 10:29:06,21.64,49,1016,2.06,20,10000,Clouds,few clouds,2,3.49,9.59,103.16,1.27,92.23,2.18,0.11
Karia Ba Mohamed,2026-05-16 10:29:07,17.76,67,1017,1.65,80,10000,Clouds,broken clouds,2,1.96,4.42,101.49,0.63,90.44,0.74,0.16
Fes,2026-05-16 10:29:09,15.14,82,1017,1.03,75,10000,Clouds,broken clouds,2,1.62,3.21,98.68,1.14,76.33,0.55,0.48
Casablanca,2026-05-16 11:29:11,17.19,88,1016,1.54,75,6000,Clouds,broken clouds,2,3.73,10.04,104.36,1.43,92.17,3.4,0
Tanger,2026-05-16 11:29:13,21.64,60,1016,4.12,40,10000,Rain,light rain,2,3.18,7.8,102.24,0.95,93.89,1.88,0.09
Karia Ba Mohamed,2026-05-16 11:29:14,19.22,58,1017,1.87,81,10000,Clouds,broken clouds,2,1.51,3.17,99.98,0.44,94.13,0.54,0.12
Fes,2026-05-16 11:29:17,16.14,72,1017,2.06,75,10000,Clouds,broken clouds,2,1.36,2.44,97.21,0.88,78.58,0.38,0.33
Casablanca,2026-05-16 12:33:21,18.19,88,1016,1.03,75,6000,Clouds,broken clouds,2,3.14,7.39,103.56,0.95,92.83,2.97,0
Tanger,2026-05-16 12:33:23,21.64,56,1016,5.14,40,10000,Rain,light rain,2,3.39,7.03,102.31,0.79,95.46,1.93,0.1
Karia Ba Mohamed,2026-05-16 12:33:24,21.69,47,1016,0.54,15,10000,Clouds,few clouds,2,1.31,2.6,98.72,0.28,97.45,0.41,0.13
Fes,2026-05-16 12:33:26,18.14,63,1016,1.54,75,10000,Clouds,broken clouds,2,1.07,1.77,96.07,0.27,91.68,0.27,0.14
Casablanca,2026-05-16 13:33:27,19.19,77,1016,1.54,75,6000,Clouds,broken clouds,2,2.87,6.57,102.85,0.78,93.34,2.8,0.01
Tanger,2026-05-16 13:33:29,21.64,60,1015,5.14,40,10000,Clouds,scattered clouds,2,3.03,5.75,101.84,0.73,97.07,1.93,0.13
Karia Ba Mohamed,2026-05-16 13:33:30,22.68,42,1015,0.97,0,10000,Clear,clear sky,2,1.21,2.34,96.86,0.25,96.19,0.34,0.14
Fes,2026-05-16 13:33:31,19.14,55,1016,2.06,75,10000,Clouds,broken clouds,2,1.02,1.7,94.7,0.23,91.04,0.24,0.15
Casablanca,2026-05-16 14:33:33,19.19,77,1016,3.09,75,6000,Clouds,broken clouds,2,2.55,5.95,102.48,0.75,92.57,2.57,0.03
Tanger,2026-05-16 14:33:34,21.64,60,1015,5.14,20,10000,Clouds,few clouds,2,3.23,6.06,101.92,0.76,97.12,2,0.14
Karia Ba Mohamed,2026-05-16 14:33:36,23,39,1014,1.54,0,10000,Clear,clear sky,2,1.26,2.42,95.99,0.26,96.26,0.38,0.16
Fes,2026-05-16 14:33:37,20.14,45,1015,2.57,75,10000,Clouds,broken clouds,2,1,1.68,94.16,0.23,91.38,0.23,0.16
Casablanca,2026-05-16 15:39:06,20.19,73,1016,3.09,75,6000,Clouds,broken clouds,2,2.44,6.37,102.45,0.76,92.1,2.36,0.04
Tanger,2026-05-16 15:39:08,21.64,60,1015,4.12,40,10000,Rain,light rain,2,3.5,6.62,102.46,1,96.92,2.23,0.18
Karia Ba Mohamed,2026-05-16 15:39:09,23.28,40,1014,5.94,9,10000,Clear,clear sky,2,1.44,2.73,96.2,0.35,96.22,0.45,0.2
Fes,2026-05-16 15:39:11,21.14,42,1015,2.06,75,10000,Clouds,broken clouds,2,1.05,1.84,94.37,0.31,91.41,0.25,0.2
Casablanca,2026-05-16 16:39:12,20.19,68,1016,2.57,75,8000,Clouds,broken clouds,2,2.56,7.32,102.76,0.84,92.36,2.65,0.06
Tanger,2026-05-16 16:39:14,21.64,64,1015,4.12,40,10000,Clouds,scattered clouds,2,3.85,7.4,103.56,1.44,96.25,2.51,0.25
Karia Ba Mohamed,2026-05-16 16:39:15,21.95,45,1015,7.94,22,10000,Clouds,few clouds,2,1.69,3.17,96.24,0.54,94.16,0.53,0.29
Fes,2026-05-16 16:39:17,22.14,40,1015,1.54,75,10000,Clouds,broken clouds,2,1.16,2.1,94.29,0.48,89.15,0.27,0.3
Casablanca,2026-05-16 17:39:19,19.19,72,1016,3.09,75,8000,Clouds,broken clouds,2,2.79,8.47,103.6,1,93.31,3.05,0.07
Tanger,2026-05-16 17:39:20,20.64,68,1015,3.09,40,10000,Clouds,scattered clouds,2,4.13,7.97,104.58,1.82,95.65,2.66,0.31
Karia Ba Mohamed,2026-05-16 17:39:22,20.84,49,1015,6.27,29,10000,Clouds,scattered clouds,2,1.91,3.54,95.96,0.7,91.8,0.57,0.38
